,index_code,index_name,con_code,con_name
1321,801832.SI,中市净率指数(申万),000610.SZ,西安旅游
1322,801832.SI,中市净率指数(申万),000920.SZ,南方汇通
1323,801832.SI,中市净率指数(申万),000971.SZ,ST高升
1324,801832.SI,中市净率指数(申万),001201.SZ,东瑞股份
1325,801832.SI,中市净率指数(申万),001914.SZ,招商积余
1326,801832.SI,中市净率指数(申万),002023.SZ,海特高新
1327,801832.SI,中市净率指数(申万),002065.SZ,东华软件
1328,801832.SI,中市净率指数(申万),002166.SZ,莱茵生物
1329,801832.SI,中市净率指数(申万),002196.SZ,方正电机
1330,801832.SI,中市净率指数(申万),002235.SZ,安妮股份
1331,801832.SI,中市净率指数(申万),002265.SZ,西仪股份
1332,801832.SI,中市净率指数(申万),002312.SZ,川发龙蟒
1333,801832.SI,中市净率指数(申万),002329.SZ,皇氏集团
1334,801832.SI,中市净率指数(申万),002331.SZ,皖通科技
1335,801832.SI,中市净率指数(申万),002335.SZ,科华数据
1336,801832.SI,中市净率指数(申万),002343.SZ,慈文传媒
1337,801832.SI,中市净率指数(申万),002361.SZ,神剑股份
1338,801832.SI,中市净率指数(申万),002405.SZ,四维图新
1339,851012.SI,终端设备(申万),600734.SH,*ST实达
1340,850339.SI,其他化学制品(申万),603681.SH,永冠新材
1341,802600.SI,装备制造,002438.SZ,江苏神通
1342,802600.SI,装备制造,002279.SZ,久其软件
1343,802600.SI,装备制造,002448.SZ,中原内配
1344,802600.SI,装备制造,002227.SZ,奥特迅
1345,802600.SI,装备制造,002236.SZ,大华股份
1346,802600.SI,装备制造,002282.SZ,博深股份
1347,802600.SI,装备制造,002273.SZ,水晶光电
1348,802600.SI,装备制造,002258.SZ,利尔化学
1349,802600.SI,装备制造,002218.SZ,拓日新能
1350,802600.SI,装备制造,002165.SZ,红宝丽
1351,802600.SI,装备制造,002106.SZ,莱宝高科
1352,802600.SI,装备制造,002045.SZ,国光电器
1353,802600.SI,装备制造,600536.SH,中国软件
1354,802600.SI,装备制造,002013.SZ,中航机电
1355,802600.SI,装备制造,002006.SZ,精功科技
1356,802600.SI,装备制造,600316.SH,洪都航空
1357,802600.SI,装备制造,600297.SH,广汇汽车
1358,802600.SI,装备制造,600281.SH,太化股份
1359,802600.SI,装备制造,600894.SH,广日股份
1360,802600.SI,装备制造,600889.SH,南京化纤
1361,802600.SI,装备制造,600863.SH,内蒙华电
1362,802600.SI,装备制造,600850.SH,电科数字
1363,802600.SI,装备制造,600757.SH,长江传媒
1364,802600.SI,装备制造,600756.SH,浪潮软件
1365,802600.SI,装备制造,600742.SH,一汽富维
1366,802600.SI,装备制造,600741.SH,华域汽车
1367,802600.SI,装备制造,600980.SH,北矿科技
1368,802600.SI,装备制造,600990.SH,四创电子
1369,802600.SI,装备制造,600960.SH,渤海汽车
1370,802600.SI,装备制造,600405.SH,动力源
1371,802600.SI,装备制造,600455.SH,博通股份
1372,802600.SI,装备制造,600688.SH,上海石化
1373,802600.SI,装备制造,600685.SH,中船防务
1374,802600.SI,装备制造,600660.SH,福耀玻璃
1375,802600.SI,装备制造,600653.SH,申华控股
1376,802600.SI,装备制造,600640.SH,号百控股
1377,802600.SI,装备制造,600623.SH,华谊集团
1378,802600.SI,装备制造,600620.SH,天宸股份
1379,802600.SI,装备制造,600609.SH,金杯汽车
1380,802600.SI,装备制造,600299.SH,安迪苏
1381,802600.SI,装备制造,600293.SH,三峡新材
1382,802600.SI,装备制造,600256.SH,广汇能源
1383,802600.SI,装备制造,600237.SH,铜峰电子
1384,802600.SI,装备制造,600217.SH,中再资环
1385,802600.SI,装备制造,600203.SH,福日电子
1386,802600.SI,装备制造,600202.SH,哈空调
1387,802600.SI,装备制造,600176.SH,中国巨石
1388,802600.SI,装备制造,600171.SH,上海贝岭
1389,802600.SI,装备制造,000692.SZ,惠天热电
1390,802600.SI,装备制造,000565.SZ,渝三峡A
1391,802600.SI,装备制造,002094.SZ,青岛金王
1392,802600.SI,装备制造,002079.SZ,苏州固锝
1393,802600.SI,装备制造,002064.SZ,华峰化学
1394,802600.SI,装备制造,002063.SZ,远光软件
1395,802600.SI,装备制造,600475.SH,华光环能
1396,801832.SI,中市净率指数(申万),002416.SZ,爱施德
1397,801832.SI,中市净率指数(申万),002426.SZ,胜利精密
1398,801832.SI,中市净率指数(申万),002472.SZ,双环传动
1399,801832.SI,中市净率指数(申万),002490.SZ,山东墨龙
1400,801832.SI,中市净率指数(申万),002529.SZ,海源复材
1401,801832.SI,中市净率指数(申万),002532.SZ,天山铝业
1402,801832.SI,中市净率指数(申万),002544.SZ,杰赛科技
1403,801832.SI,中市净率指数(申万),002606.SZ,大连电瓷
1404,801832.SI,中市净率指数(申万),002614.SZ,奥佳华
1405,801832.SI,中市净率指数(申万),002631.SZ,德尔未来
1406,801832.SI,中市净率指数(申万),002642.SZ,荣联科技
1407,801832.SI,中市净率指数(申万),002645.SZ,华宏科技
1408,801832.SI,中市净率指数(申万),002676.SZ,顺威股份
1409,801832.SI,中市净率指数(申万),002678.SZ,珠江钢琴
1410,801832.SI,中市净率指数(申万),002689.SZ,远大智能
1411,801832.SI,中市净率指数(申万),002737.SZ,葵花药业
1412,801832.SI,中市净率指数(申万),002825.SZ,纳尔股份
1413,801832.SI,中市净率指数(申万),002826.SZ,易明医药
1414,801832.SI,中市净率指数(申万),002840.SZ,华统股份
1415,801832.SI,中市净率指数(申万),002871.SZ,伟隆股份
1416,801832.SI,中市净率指数(申万),002897.SZ,意华股份
1417,801832.SI,中市净率指数(申万),002902.SZ,铭普光磁
1418,801832.SI,中市净率指数(申万),002940.SZ,昂利康
1419,801832.SI,中市净率指数(申万),002942.SZ,新农股份
1420,801832.SI,中市净率指数(申万),002971.SZ,和远气体
1421,801832.SI,中市净率指数(申万),003001.SZ,中岩大地
1422,801832.SI,中市净率指数(申万),003002.SZ,壶化股份
1423,801832.SI,中市净率指数(申万),003007.SZ,直真科技
1424,801832.SI,中市净率指数(申万),003008.SZ,开普检测
1425,801832.SI,中市净率指数(申万),003017.SZ,大洋生物
1426,801832.SI,中市净率指数(申万),003018.SZ,金富科技
1427,801832.SI,中市净率指数(申万),003027.SZ,同兴环保
1428,801832.SI,中市净率指数(申万),300018.SZ,中元股份
1429,801832.SI,中市净率指数(申万),300056.SZ,中创环保
1430,801832.SI,中市净率指数(申万),300065.SZ,海兰信
1431,801832.SI,中市净率指数(申万),300095.SZ,华伍股份
1432,801832.SI,中市净率指数(申万),300102.SZ,乾照光电
1433,801832.SI,中市净率指数(申万),300183.SZ,东软载波
1434,801832.SI,中市净率指数(申万),300231.SZ,银信科技
1435,801832.SI,中市净率指数(申万),300256.SZ,星星科技
1436,801832.SI,中市净率指数(申万),300257.SZ,开山股份
1437,801832.SI,中市净率指数(申万),300265.SZ,通光线缆
1438,801832.SI,中市净率指数(申万),300271.SZ,华宇软件
1439,801832.SI,中市净率指数(申万),300275.SZ,梅安森
1440,801832.SI,中市净率指数(申万),300301.SZ,长方集团
1441,801003.SI,申万A股,601866.SH,中远海发
1442,801003.SI,申万A股,300040.SZ,九洲集团
1443,801003.SI,申万A股,002269.SZ,美邦服饰
1444,801003.SI,申万A股,002270.SZ,华明装备
1445,801003.SI,申万A股,002467.SZ,二六三
1446,801003.SI,申万A股,002175.SZ,*ST东网
1447,801003.SI,申万A股,002167.SZ,东方锆业
1448,801003.SI,申万A股,002106.SZ,莱宝高科
1449,801003.SI,申万A股,601318.SH,中国平安
1450,801003.SI,申万A股,002179.SZ,中航光电
1451,801003.SI,申万A股,002216.SZ,三全食品
1452,802600.SI,装备制造,002992.SZ,宝明科技
1453,801003.SI,申万A股,002211.SZ,宏达新材
1454,801003.SI,申万A股,601328.SH,交通银行
1455,801003.SI,申万A股,002155.SZ,湖南黄金
1456,801260.SI,申万消费,600861.SH,北京城乡
1457,801003.SI,申万A股,002049.SZ,紫光国微
1458,801003.SI,申万A股,601808.SH,中海油服
1459,801003.SI,申万A股,600220.SH,江苏阳光
1460,801003.SI,申万A股,600183.SH,生益科技
1461,801003.SI,申万A股,600172.SH,黄河旋风
1462,801003.SI,申万A股,000909.SZ,数源科技
1463,801005.SI,申万创业,300466.SZ,赛摩智能
1464,801005.SI,申万创业,300229.SZ,拓尔思
1465,801005.SI,申万创业,300089.SZ,文化长城
1466,802600.SI,装备制造,002400.SZ,省广集团
1467,802600.SI,装备制造,002130.SZ,沃尔核材
1468,802600.SI,装备制造,002129.SZ,中环股份
1469,802600.SI,装备制造,002017.SZ,东信和平
1470,802600.SI,装备制造,300857.SZ,协创数据
1471,802600.SI,装备制造,605222.SH,起帆电缆
1472,802600.SI,装备制造,300855.SZ,图南股份
1473,802600.SI,装备制造,300856.SZ,科思股份
1474,802600.SI,装备制造,605166.SH,聚合顺
1475,802600.SI,装备制造,605168.SH,三人行
1476,802600.SI,装备制造,300843.SZ,胜蓝股份
1477,802600.SI,装备制造,601827.SH,三峰环境
1478,802600.SI,装备制造,603290.SH,斯达半导
1479,802600.SI,装备制造,300792.SZ,壹网壹创
1480,802600.SI,装备制造,300796.SZ,贝斯美
1481,802600.SI,装备制造,300797.SZ,钢研纳克
1482,802600.SI,装备制造,300793.SZ,佳禾智能
1483,802600.SI,装备制造,603212.SH,赛伍技术
1484,802600.SI,装备制造,603613.SH,国联股份
1485,802600.SI,装备制造,603279.SH,景津环保
1486,802600.SI,装备制造,300785.SZ,值得买
1487,802600.SI,装备制造,300718.SZ,长盛轴承
1488,802600.SI,装备制造,603392.SH,万泰生物
1489,801260.SI,申万消费,600857.SH,宁波中百
1490,801003.SI,申万A股,300892.SZ,品渥食品
1491,801003.SI,申万A股,300893.SZ,松原股份
1492,801003.SI,申万A股,300895.SZ,铜牛信息
1493,801003.SI,申万A股,605050.SH,福然德
1494,801005.SI,申万创业,300892.SZ,品渥食品
1495,801005.SI,申万创业,300893.SZ,松原股份
1496,801005.SI,申万创业,300895.SZ,铜牛信息
1497,801093.SI,汽车零部件Ⅱ(申万),300893.SZ,松原股份
1498,801120.SI,食品饮料(申万),300892.SZ,品渥食品
1499,801124.SI,食品加工(申万),300892.SZ,品渥食品
1500,801170.SI,交通运输(申万),605050.SH,福然德
1501,801178.SI,物流Ⅱ(申万),605050.SH,福然德
1502,801222.SI,计算机应用(申万),300895.SZ,铜牛信息
1503,801841.SI,高价股指数(申万),300856.SZ,科思股份
1504,801250.SI,申万制造,300893.SZ,松原股份
1505,801260.SI,申万消费,300892.SZ,品渥食品
1506,801280.SI,申万服务,300895.SZ,铜牛信息
1507,801280.SI,申万服务,605050.SH,福然德
1508,801750.SI,计算机(申万),300895.SZ,铜牛信息
1509,801841.SI,高价股指数(申万),300858.SZ,科拓生物
1510,801841.SI,高价股指数(申万),002025.SZ,航天电器
1511,801841.SI,高价股指数(申万),002991.SZ,甘源食品
1512,801821.SI,高市盈率指数(申万),300527.SZ,中船应急
1513,801821.SI,高市盈率指数(申万),300539.SZ,横河精密
1514,801841.SI,高价股指数(申万),300860.SZ,锋尚文化
1515,801841.SI,高价股指数(申万),300863.SZ,卡倍亿
1516,801841.SI,高价股指数(申万),300864.SZ,南大环境
1517,801841.SI,高价股指数(申万),300866.SZ,安克创新
1518,801821.SI,高市盈率指数(申万),300549.SZ,优德精密
1519,801841.SI,高价股指数(申万),300869.SZ,康泰医学
1520,801841.SI,高价股指数(申万),300870.SZ,欧陆通
1521,801841.SI,高价股指数(申万),300124.SZ,汇川技术
1522,801841.SI,高价股指数(申万),300841.SZ,康华生物
1523,801841.SI,高价股指数(申万),300850.SZ,新强联
1524,801821.SI,高市盈率指数(申万),300551.SZ,古鳌科技
1525,801821.SI,高市盈率指数(申万),300557.SZ,理工光科
1526,801821.SI,高市盈率指数(申万),300568.SZ,星源材质
1527,801821.SI,高市盈率指数(申万),300586.SZ,美联新材
1528,801821.SI,高市盈率指数(申万),300598.SZ,诚迈科技
1529,801821.SI,高市盈率指数(申万),300616.SZ,尚品宅配
1530,801821.SI,高市盈率指数(申万),300619.SZ,金银河
1531,801821.SI,高市盈率指数(申万),300626.SZ,华瑞股份
1532,801821.SI,高市盈率指数(申万),300635.SZ,中达安
1533,801003.SI,申万A股,300993.SZ,玉马遮阳
1534,801005.SI,申万创业,300993.SZ,玉马遮阳
1535,801140.SI,轻工制造(申万),300993.SZ,玉马遮阳
1536,801142.SI,家用轻工(申万),300993.SZ,玉马遮阳
1537,801260.SI,申万消费,300993.SZ,玉马遮阳
1538,801863.SI,新股指数(申万),300993.SZ,玉马遮阳
1539,851433.SI,其他家用轻工(申万),300993.SZ,玉马遮阳
1540,801811.SI,大盘指数(申万),002001.SZ,新和成
1541,801811.SI,大盘指数(申万),000596.SZ,古井贡酒
1542,801812.SI,中盘指数(申万),002422.SZ,科伦药业
1543,801812.SI,中盘指数(申万),002409.SZ,雅克科技
1544,801812.SI,中盘指数(申万),601198.SH,东兴证券
1545,801280.SI,申万服务,002065.SZ,东华软件
1546,801017.SI,畜禽养殖Ⅱ(申万),300761.SZ,立华股份
1547,850181.SI,动物保健Ⅲ(申万),603718.SH,海利生物
1548,850822.SI,印制电路板(申万),300852.SZ,四会富仕
1549,850822.SI,印制电路板(申万),002384.SZ,东山精密
1550,850832.SI,LED(申万),600703.SH,三安光电
1551,850832.SI,LED(申万),002005.SZ,ST德豪
1552,850851.SI,电子系统组装(申万),300793.SZ,佳禾智能
1553,851244.SI,食品综合(申万),300791.SZ,仙乐健康
1554,801730.SI,电气设备(申万),603063.SH,禾望电气
1555,801780.SI,银行(申万),002948.SZ,青岛银行
1556,801250.SI,申万制造,002006.SZ,精功科技
1557,801841.SI,高价股指数(申万),601021.SH,春秋航空
1558,801250.SI,申万制造,000901.SZ,航天科技
1559,801842.SI,中价股指数(申万),000576.SZ,甘化科工
1560,801841.SI,高价股指数(申万),603087.SH,甘李药业
1561,801841.SI,高价股指数(申万),603185.SH,上机数控
1562,801841.SI,高价股指数(申万),603267.SH,鸿远电子
1563,801841.SI,高价股指数(申万),603369.SH,今世缘
1564,801841.SI,高价股指数(申万),603416.SH,信捷电气
1565,801250.SI,申万制造,000851.SZ,高鸿股份
1566,801250.SI,申万制造,000816.SZ,智慧农业
1567,801842.SI,中价股指数(申万),000828.SZ,东莞控股
1568,801842.SI,中价股指数(申万),002128.SZ,露天煤业
1569,801842.SI,中价股指数(申万),002186.SZ,全聚德
1570,801250.SI,申万制造,000811.SZ,冰轮环境
1571,801250.SI,申万制造,000576.SZ,甘化科工
1572,801250.SI,申万制造,002105.SZ,信隆健康
1573,801250.SI,申万制造,002097.SZ,山河智能
1574,801250.SI,申万制造,002104.SZ,恒宝股份
1575,801250.SI,申万制造,002093.SZ,国脉科技
1576,801280.SI,申万服务,300085.SZ,银之杰
1577,801280.SI,申万服务,300002.SZ,神州泰岳
1578,801280.SI,申万服务,002244.SZ,滨江集团
1579,801280.SI,申万服务,601139.SH,深圳燃气
1580,801280.SI,申万服务,002267.SZ,陕天然气
1581,801280.SI,申万服务,002467.SZ,二六三
1582,801280.SI,申万服务,600012.SH,皖通高速
1583,801280.SI,申万服务,600050.SH,中国联通
1584,801280.SI,申万服务,600036.SH,招商银行
1585,801280.SI,申万服务,600509.SH,天富能源
1586,801280.SI,申万服务,600396.SH,金山股份
1587,801280.SI,申万服务,600390.SH,五矿资本
1588,801280.SI,申万服务,600011.SH,华能国际
1589,801821.SI,高市盈率指数(申万),300647.SZ,超频三
1590,801821.SI,高市盈率指数(申万),300663.SZ,科蓝软件
1591,801821.SI,高市盈率指数(申万),300667.SZ,必创科技
1592,801821.SI,高市盈率指数(申万),300672.SZ,国科微
1593,801280.SI,申万服务,600376.SH,首开股份
1594,857242.SI,化学工程(申万),002469.SZ,三维化学
1595,857242.SI,化学工程(申万),002140.SZ,东华科技
1596,857243.SI,国际工程承包(申万),002051.SZ,中工国际
1597,801003.SI,申万A股,300997.SZ,欢乐家
1598,801003.SI,申万A股,300998.SZ,宁波方正
1599,801005.SI,申万创业,300997.SZ,欢乐家
1600,801005.SI,申万创业,300998.SZ,宁波方正
1601,801093.SI,汽车零部件Ⅱ(申万),300998.SZ,宁波方正
1602,801120.SI,食品饮料(申万),300997.SZ,欢乐家
1603,801123.SI,饮料制造(申万),300997.SZ,欢乐家
1604,801250.SI,申万制造,300998.SZ,宁波方正
1605,801260.SI,申万消费,300997.SZ,欢乐家
1606,801863.SI,新股指数(申万),300997.SZ,欢乐家
1607,801863.SI,新股指数(申万),300998.SZ,宁波方正
1608,801880.SI,汽车(申万),300998.SZ,宁波方正
1609,802600.SI,装备制造,300998.SZ,宁波方正
1610,850921.SI,汽车零部件Ⅲ(申万),300998.SZ,宁波方正
1611,851234.SI,软饮料(申万),300997.SZ,欢乐家
1612,801003.SI,申万A股,603578.SH,三星新材
1613,801093.SI,汽车零部件Ⅱ(申万),002870.SZ,香山股份
1614,801740.SI,国防军工(申万),002231.SZ,奥维通信
1615,801743.SI,地面兵装Ⅱ(申万),002231.SZ,奥维通信
1616,801880.SI,汽车(申万),002870.SZ,香山股份
1617,850921.SI,汽车零部件Ⅲ(申万),002870.SZ,香山股份
1618,857431.SI,地面兵装Ⅲ(申万),002231.SZ,奥维通信
1619,801270.SI,申万投资,001203.SZ,大中矿业
1620,801863.SI,新股指数(申万),001203.SZ,大中矿业
1621,850231.SI,其他采掘Ⅲ(申万),001203.SZ,大中矿业
1622,801730.SI,电气设备(申万),605196.SH,华通线缆
1623,801734.SI,高低压设备(申万),605196.SH,华通线缆
1624,801752.SI,互联网传媒(申万),300987.SZ,川网传媒
1625,801760.SI,传媒(申万),300987.SZ,川网传媒
1626,801863.SI,新股指数(申万),300987.SZ,川网传媒
1627,801863.SI,新股指数(申万),605196.SH,华通线缆
1628,802600.SI,装备制造,300987.SZ,川网传媒
1629,802600.SI,装备制造,603188.SH,亚邦股份
1630,802600.SI,装备制造,605196.SH,华通线缆
1631,852221.SI,互联网信息服务(申万),300987.SZ,川网传媒
1632,857344.SI,线缆部件及其他(申万),605196.SH,华通线缆
1633,801003.SI,申万A股,600596.SH,新安股份
1634,801003.SI,申万A股,600582.SH,天地科技
1635,801003.SI,申万A股,600315.SH,上海家化
1636,801003.SI,申万A股,600336.SH,澳柯玛
1637,801003.SI,申万A股,600313.SH,农发种业
1638,801003.SI,申万A股,600519.SH,贵州茅台
1639,801003.SI,申万A股,600309.SH,万华化学
1640,801003.SI,申万A股,600365.SH,ST通葡
1641,801003.SI,申万A股,600321.SH,正源股份
1642,801003.SI,申万A股,600598.SH,北大荒
1643,801003.SI,申万A股,600310.SH,桂东电力
1644,801003.SI,申万A股,600456.SH,宝钛股份
1645,801003.SI,申万A股,600391.SH,航发科技
1646,801003.SI,申万A股,600037.SH,歌华有线
1647,801003.SI,申万A股,600466.SH,蓝光发展
1648,801003.SI,申万A股,600965.SH,福成股份
1649,801003.SI,申万A股,600982.SH,宁波能源
1650,801003.SI,申万A股,600868.SH,梅雁吉祥
1651,801003.SI,申万A股,600834.SH,申通地铁
1652,801003.SI,申万A股,600814.SH,杭州解百
1653,801003.SI,申万A股,600800.SH,渤海化学
1654,801003.SI,申万A股,600797.SH,浙大网新
1655,801003.SI,申万A股,600773.SH,西藏城投
1656,801003.SI,申万A股,600768.SH,宁波富邦
1657,801003.SI,申万A股,600757.SH,长江传媒
1658,801003.SI,申万A股,600734.SH,*ST实达
1659,801003.SI,申万A股,600695.SH,*ST绿庭
1660,801003.SI,申万A股,600543.SH,莫高股份
1661,801003.SI,申万A股,600284.SH,浦东建设
1662,801003.SI,申万A股,600035.SH,楚天高速
1663,801003.SI,申万A股,600690.SH,海尔智家
1664,801003.SI,申万A股,600684.SH,珠江股份
1665,801003.SI,申万A股,600679.SH,上海凤凰
1666,801003.SI,申万A股,600663.SH,陆家嘴
1667,801003.SI,申万A股,600640.SH,号百控股
1668,801003.SI,申万A股,600621.SH,华鑫股份
1669,802600.SI,装备制造,300595.SZ,欧普康视
1670,802600.SI,装备制造,603776.SH,永安行
1671,802600.SI,装备制造,603488.SH,展鹏科技
1672,802600.SI,装备制造,300605.SZ,恒锋信息
1673,802600.SI,装备制造,300638.SZ,广和通
1674,802600.SI,装备制造,603331.SH,百达精工
1675,802600.SI,装备制造,603803.SH,瑞斯康达
1676,802600.SI,装备制造,603920.SH,世运电路
1677,802600.SI,装备制造,603633.SH,徕木股份
1678,802600.SI,装备制造,603508.SH,思维列控
1679,802600.SI,装备制造,603036.SH,如通股份
1680,802600.SI,装备制造,603306.SH,华懋科技
1681,802600.SI,装备制造,300442.SZ,普丽盛
1682,802600.SI,装备制造,603602.SH,纵横通信
1683,802600.SI,装备制造,603085.SH,天成自控
1684,802600.SI,装备制造,603025.SH,大豪科技
1685,802600.SI,装备制造,603690.SH,至纯科技
1686,802600.SI,装备制造,603986.SH,兆易创新
1687,802600.SI,装备制造,300522.SZ,世名科技
1688,801831.SI,高市净率指数(申万),605111.SH,新洁能
1689,801831.SI,高市净率指数(申万),605199.SH,葫芦娃
1690,801831.SI,高市净率指数(申万),605358.SH,立昂微
1691,801832.SI,中市净率指数(申万),000554.SZ,泰山石油
1692,801832.SI,中市净率指数(申万),000611.SZ,*ST天首
1693,801832.SI,中市净率指数(申万),000795.SZ,英洛华
1694,802600.SI,装备制造,300445.SZ,康斯特
1695,802600.SI,装备制造,002753.SZ,永东股份
1696,802600.SI,装备制造,603703.SH,盛洋科技
1697,801260.SI,申万消费,600763.SH,通策医疗
1698,801260.SI,申万消费,600749.SH,西藏旅游
1699,801260.SI,申万消费,600127.SH,金健米业
1700,801260.SI,申万消费,600108.SH,亚盛集团
1701,801260.SI,申万消费,000048.SZ,京基智农
1702,801260.SI,申万消费,600439.SH,瑞贝卡
1703,801270.SI,申万投资,300796.SZ,贝斯美
1704,801842.SI,中价股指数(申万),002282.SZ,博深股份
1705,801842.SI,中价股指数(申万),002436.SZ,兴森科技
1706,801842.SI,中价股指数(申万),300023.SZ,*ST宝德
1707,801842.SI,中价股指数(申万),300177.SZ,中海达
1708,801842.SI,中价股指数(申万),300229.SZ,拓尔思
1709,801842.SI,中价股指数(申万),300305.SZ,裕兴股份
1710,801842.SI,中价股指数(申万),002823.SZ,凯中精密
1711,801003.SI,申万A股,605080.SH,浙江自然
1712,801003.SI,申万A股,605305.SH,中际联合
1713,801074.SI,专用设备(申万),605305.SH,中际联合
1714,801130.SI,纺织服装(申万),605080.SH,浙江自然
1715,801131.SI,纺织制造(申万),605080.SH,浙江自然
1716,801250.SI,申万制造,605305.SH,中际联合
1717,801260.SI,申万消费,605080.SH,浙江自然
1718,801863.SI,新股指数(申万),605080.SH,浙江自然
1719,801863.SI,新股指数(申万),605305.SH,中际联合
1720,801890.SI,机械设备(申万),605305.SH,中际联合
1721,802600.SI,装备制造,605305.SH,中际联合
1722,850727.SI,其它专用机械(申万),605305.SH,中际联合
1723,851316.SI,其他纺织(申万),605080.SH,浙江自然
1724,801003.SI,申万A股,300787.SZ,海能实业
1725,801003.SI,申万A股,603598.SH,引力传媒
1726,801003.SI,申万A股,002889.SZ,东方嘉盛
1727,801003.SI,申万A股,605180.SH,华生科技
1728,801003.SI,申万A股,600830.SH,香溢融通
1729,801003.SI,申万A股,605300.SH,佳禾食品
1730,801005.SI,申万创业,300986.SZ,志特新材
1731,801050.SI,有色金属(申万),300986.SZ,志特新材
1732,801003.SI,申万A股,600826.SH,兰生股份
1733,801055.SI,工业金属(申万),300986.SZ,志特新材
1734,802600.SI,装备制造,002121.SZ,科陆电子
1735,801003.SI,申万A股,603011.SH,合锻智能
1736,801003.SI,申万A股,002740.SZ,爱迪尔
1737,801003.SI,申万A股,300313.SZ,ST天山
1738,801003.SI,申万A股,600629.SH,华建集团
1739,801003.SI,申万A股,300913.SZ,兆龙互连
1740,801003.SI,申万A股,601966.SH,玲珑轮胎
1741,801003.SI,申万A股,605183.SH,确成股份
1742,801005.SI,申万创业,300912.SZ,凯龙高科
1743,801005.SI,申万创业,300913.SZ,兆龙互连
1744,801030.SI,化工(申万),601966.SH,玲珑轮胎
1745,801030.SI,化工(申万),605183.SH,确成股份
1746,801037.SI,橡胶(申万),601966.SH,玲珑轮胎
1747,801037.SI,橡胶(申万),605183.SH,确成股份
1748,801093.SI,汽车零部件Ⅱ(申万),300912.SZ,凯龙高科
1749,801102.SI,通信设备(申万),300913.SZ,兆龙互连
1750,801250.SI,申万制造,300912.SZ,凯龙高科
1751,801250.SI,申万制造,300913.SZ,兆龙互连
1752,801270.SI,申万投资,601966.SH,玲珑轮胎
1753,801270.SI,申万投资,605183.SH,确成股份
1754,801770.SI,通信(申万),300913.SZ,兆龙互连
1755,801812.SI,中盘指数(申万),601966.SH,玲珑轮胎
1756,801050.SI,有色金属(申万),605208.SH,永茂泰
1757,801055.SI,工业金属(申万),605208.SH,永茂泰
1758,801160.SI,公用事业(申万),003039.SZ,顺控发展
1759,801164.SI,水务Ⅱ(申万),003039.SZ,顺控发展
1760,801270.SI,申万投资,605208.SH,永茂泰
1761,801280.SI,申万服务,003039.SZ,顺控发展
1762,801863.SI,新股指数(申万),003039.SZ,顺控发展
1763,801863.SI,新股指数(申万),605208.SH,永茂泰
1764,850551.SI,铝(申万),605208.SH,永茂泰
1765,851621.SI,水务Ⅲ(申万),003039.SZ,顺控发展
1766,801003.SI,申万A股,600616.SH,金枫酒业
1767,801003.SI,申万A股,600611.SH,大众交通
1768,801003.SI,申万A股,600602.SH,云赛智联
1769,801003.SI,申万A股,600601.SH,ST方科
1770,801003.SI,申万A股,600300.SH,ST维维
1771,801003.SI,申万A股,600291.SH,*ST西水
1772,801003.SI,申万A股,600268.SH,国电南自
1773,801003.SI,申万A股,600229.SH,城市传媒
1774,801003.SI,申万A股,600212.SH,江泉实业
1775,801003.SI,申万A股,600202.SH,哈空调
1776,801003.SI,申万A股,600168.SH,武汉控股
1777,801003.SI,申万A股,600112.SH,*ST天成
1778,801003.SI,申万A股,600110.SH,诺德股份
1779,801003.SI,申万A股,600105.SH,永鼎股份
1780,801003.SI,申万A股,600073.SH,上海梅林
1781,801003.SI,申万A股,600006.SH,东风汽车
1782,801003.SI,申万A股,000906.SZ,浙商中拓
1783,801003.SI,申万A股,000890.SZ,法尔胜
1784,801003.SI,申万A股,000802.SZ,ST北文
1785,801003.SI,申万A股,600462.SH,ST九有
1786,801003.SI,申万A股,001696.SZ,宗申动力
1787,801003.SI,申万A股,000679.SZ,大连友谊
1788,801003.SI,申万A股,000666.SZ,经纬纺机
1789,801832.SI,中市净率指数(申万),002125.SZ,湘潭电化
1790,801832.SI,中市净率指数(申万),002137.SZ,实益达
1791,801832.SI,中市净率指数(申万),002152.SZ,广电运通
1792,801832.SI,中市净率指数(申万),300031.SZ,宝通科技
1793,801832.SI,中市净率指数(申万),300130.SZ,新国都
1794,801832.SI,中市净率指数(申万),300161.SZ,华中数控
1795,801093.SI,汽车零部件Ⅱ(申万),605018.SH,长华股份
1796,801250.SI,申万制造,605018.SH,长华股份
1797,801842.SI,中价股指数(申万),300472.SZ,新元科技
1798,801280.SI,申万服务,605136.SH,丽人丽妆
1799,801751.SI,营销传播(申万),605136.SH,丽人丽妆
1800,801842.SI,中价股指数(申万),300547.SZ,川环科技
1801,801842.SI,中价股指数(申万),300611.SZ,美力科技
1802,801760.SI,传媒(申万),605136.SH,丽人丽妆
1803,801842.SI,中价股指数(申万),600742.SH,一汽富维
1804,801863.SI,新股指数(申万),605018.SH,长华股份
1805,801863.SI,新股指数(申万),605136.SH,丽人丽妆
1806,801842.SI,中价股指数(申万),601098.SH,中南传媒
1807,801842.SI,中价股指数(申万),601512.SH,中新集团
1808,801842.SI,中价股指数(申万),603339.SH,四方科技
1809,801842.SI,中价股指数(申万),600522.SH,中天科技
1810,801780.SI,银行(申万),002958.SZ,青农商行
